Member_ID,Join_Date,Gender,Age,Membership_Type,Tenure_Months,Avg_Visits_Per_Week,Last_Visit_Date,Days_Since_Last_Visit,Monthly_Fee,Total_Revenue
M09075,2023-07-29,Female,43,Premium,19,3.98,2025-01-22,10,60,1140
M09076,2022-01-09,Male,34,Standard,37,1.59,2025-01-11,21,40,1480
M09077,2024-02-29,Male,48,Standard,12,2.39,2025-01-24,8,40,480
M09078,2022-04-03,Male,44,Standard,34,2.56,2025-01-17,15,40,1360
M09079,2024-04-04,Male,46,Standard,10,2.04,2025-01-11,21,40,400
M09080,2022-04-18,Female,28,Premium,34,4.68,2025-01-30,2,60,2040
M09081,2024-08-28,Female,24,Premium,6,2.9,2025-01-07,25,60,360
M09082,2023-09-13,Female,46,Standard,17,2.01,2025-01-12,20,40,680
M09083,2023-09-22,Female,26,Premium,17,2.89,2025-01-17,15,60,1020
M09084,2022-12-30,Female,31,Standard,26,1.73,2025-01-09,23,40,1040
M09085,2023-05-20,Male,22,Premium,21,4.7,2025-01-28,4,60,1260
M09086,2022-05-13,Male,35,Premium,33,3.19,2025-01-25,7,60,1980
M09087,2022-01-24,Male,47,Premium,37,4.31,2025-01-24,8,60,2220
M09088,2022-08-17,Male,41,Weekend,30,1.36,2024-12-26,37,25,750
M09089,2023-01-22,Female,48,Premium,25,4.09,2025-01-29,3,60,1500
M09090,2022-09-30,Female,42,Standard,29,3.36,2025-01-23,9,40,1160
M09091,2024-08-10,Male,40,Standard,6,3.19,2025-01-25,7,40,240
M09092,2023-09-05,Female,45,Premium,17,2.67,2025-01-23,9,60,1020
M09093,2023-03-29,Male,30,Standard,23,3.19,2025-01-28,4,40,920
M09094,2023-06-09,Male,22,Standard,20,2.4,2025-01-12,20,40,800
M09095,2024-09-26,Female,25,Standard,5,2.2,2025-01-15,17,40,200
M09096,2024-07-17,Female,32,Weekend,7,1.84,2025-01-18,14,25,175
M09097,2024-10-05,Female,39,Premium,4,4.88,2025-01-28,4,60,240
M09098,2022-06-12,Male,45,Premium,32,2.74,2025-01-22,10,60,1920
M09099,2023-06-21,Female,21,Weekend,20,2.04,2025-01-24,8,25,500
M09100,2023-07-20,Male,18,Premium,19,3.01,2025-01-28,4,60,1140
M09101,2022-09-17,Female,23,Standard,29,2.26,2025-01-22,10,40,1160
M09102,2022-12-04,Male,41,Standard,26,3.25,2025-01-23,9,40,1040
M09103,2022-11-17,Female,36,Premium,27,3.86,2025-01-22,10,60,1620
M09104,2024-05-23,Male,29,Standard,9,1.63,2025-01-13,19,40,360
M09105,2024-04-17,Male,24,Premium,10,3.77,2025-01-23,9,60,600
M09106,2022-06-13,Female,30,Premium,32,4.47,2025-01-28,4,60,1920
M09107,2022-11-27,Male,45,Premium,27,3.82,2025-01-26,6,60,1620
M09108,2022-02-23,Female,24,Weekend,36,0.83,2025-01-09,23,25,900
M09109,2023-08-10,Female,26,Premium,18,3.61,2025-01-27,5,60,1080
M09110,2024-09-18,Female,18,Standard,5,3.35,2025-01-30,2,40,200
M09111,2022-08-03,Male,38,Weekend,30,1.82,2025-01-19,13,25,750
M09112,2024-10-13,Female,41,Standard,4,2.96,2025-01-23,9,40,160
M09113,2023-03-25,Male,30,Standard,23,3.07,2025-01-23,9,40,920
M09114,2024-10-21,Female,46,Standard,4,1.68,2025-01-11,21,40,160
M09115,2022-11-24,Female,36,Premium,27,3.95,2025-01-29,3,60,1620
M09116,2023-09-19,Male,38,Standard,17,2.25,2025-01-08,24,40,680
M09117,2022-01-13,Male,49,Standard,37,1.78,2025-01-10,22,40,1480
M09118,2022-12-20,Female,47,Weekend,26,0.91,2025-01-10,22,25,650
M09119,2022-08-27,Male,18,Weekend,30,2.06,2025-01-17,15,25,750
M09120,2023-03-14,Female,49,Weekend,23,0.82,2024-12-18,45,25,575
M09121,2024-04-10,Male,42,Weekend,10,1.12,2024-12-22,41,25,250
M09122,2022-10-23,Male,37,Standard,28,2.07,2025-01-13,19,40,1120
M09123,2023-12-28,Female,38,Standard,14,1.6,2025-01-21,11,40,560
M09124,2022-08-03,Male,36,Weekend,30,1.42,2025-01-13,19,25,750
M09125,2024-11-21,Female,47,Premium,3,4.41,2025-01-23,9,60,180
M09126,2023-05-06,Female,35,Weekend,21,0.54,2025-01-20,12,25,525
M09127,2023-01-07,Male,45,Standard,25,1.73,2025-01-16,16,40,1000
M09128,2023-01-12,Female,49,Standard,25,2.94,2025-01-27,5,40,1000
M09129,2023-10-01,Male,47,Standard,16,2.69,2025-01-20,12,40,640
M09130,2024-05-26,Male,40,Weekend,9,1.93,2025-01-11,21,25,225
M09131,2023-03-14,Female,44,Premium,23,3.08,2025-01-25,7,60,1380
M09132,2024-11-05,Male,22,Standard,3,3.11,2025-01-22,10,40,120
M09133,2024-09-05,Female,44,Standard,5,2.46,2025-01-10,22,40,200
M09134,2024-05-21,Female,43,Premium,9,4.03,2025-01-25,7,60,540
M09135,2022-03-14,Male,47,Standard,35,1.68,2025-01-13,19,40,1400
M09136,2022-12-02,Male,20,Standard,26,1.91,2025-01-11,21,40,1040
M09137,2023-11-05,Female,48,Standard,15,3.05,2025-01-22,10,40,600
M09138,2022-05-25,Female,19,Premium,33,3.06,2025-01-26,6,60,1980
M09139,2022-02-13,Female,43,Standard,36,1.69,2025-01-10,22,40,1440
M09140,2024-05-13,Male,39,Standard,9,2.69,2025-01-15,17,40,360
M09141,2024-01-15,Male,27,Standard,13,2.6,2025-01-08,24,40,520
M09142,2023-09-18,Female,23,Premium,17,4.02,2025-01-30,2,60,1020
M09143,2022-02-16,Male,36,Weekend,36,1.74,2025-01-15,17,25,900
M09144,2023-06-24,Female,48,Standard,20,2.5,2025-01-22,10,40,800
M09145,2024-09-17,Male,46,Standard,5,2.49,2025-01-26,6,40,200
M09146,2023-10-05,Female,42,Standard,16,3.35,2025-01-22,10,40,640
M09147,2023-05-20,Female,49,Premium,21,3.83,2025-02-01,0,60,1260
M09148,2024-05-08,Female,34,Standard,9,2.73,2025-01-22,10,40,360
M09149,2023-03-02,Female,36,Standard,23,2.03,2025-01-14,18,40,920
M09150,2024-03-08,Female,30,Standard,11,3.24,2025-01-27,5,40,440
M09151,2023-12-13,Female,34,Standard,14,1.55,2025-01-13,19,40,560
M09152,2024-10-21,Male,40,Standard,4,2.61,2025-01-27,5,40,160
M09153,2022-07-09,Female,35,Premium,31,3.46,2025-01-24,8,60,1860
M09154,2023-04-29,Female,28,Standard,22,2.71,2025-01-17,15,40,880
M09155,2022-03-17,Female,44,Premium,35,3.4,2025-01-30,2,60,2100
M09156,2024-05-19,Female,45,Premium,9,4.29,2025-01-30,2,60,540
M09157,2023-05-20,Female,37,Weekend,21,0.54,2025-01-18,14,25,525
M09158,2022-09-10,Male,37,Standard,29,2.31,2025-01-12,20,40,1160
M09159,2023-05-29,Female,47,Standard,21,3.16,2025-01-26,6,40,840
M09160,2024-02-04,Female,30,Standard,12,2.0,2025-01-08,24,40,480
M09161,2022-03-20,Female,41,Weekend,35,0.61,2025-01-17,15,25,875
M09162,2023-04-22,Female,28,Standard,22,2.49,2025-01-13,19,40,880
M09163,2022-06-05,Male,37,Standard,32,3.45,2025-01-27,5,40,1280
M09164,2023-08-25,Male,36,Premium,18,2.66,2025-01-21,11,60,1080
M09165,2023-08-25,Female,27,Weekend,18,0.64,2024-12-31,32,25,450
M09166,2024-10-03,Female,45,Weekend,4,1.69,2025-01-16,16,25,100
M09167,2023-02-13,Male,20,Weekend,24,1.0,2024-12-24,39,25,600
M09168,2024-02-07,Female,38,Premium,12,3.53,2025-01-26,6,60,720
M09169,2024-03-24,Male,23,Premium,11,4.58,2025-01-30,2,60,660
M09170,2024-04-10,Female,24,Premium,10,3.0,2025-02-01,0,60,600
M09171,2023-07-05,Male,46,Premium,19,4.3,2025-01-24,8,60,1140
M09172,2024-11-23,Male,38,Weekend,3,1.51,2025-01-14,18,25,75
M09173,2024-04-10,Female,40,Premium,10,4.76,2025-01-30,2,60,600
M09174,2022-06-08,Female,37,Premium,32,4.93,2025-01-29,3,60,1920
M09175,2022-01-14,Female,22,Premium,37,3.71,2025-01-27,5,60,2220
M09176,2023-03-04,Female,39,Premium,23,3.96,2025-01-28,4,60,1380
M09177,2022-01-22,Male,26,Premium,37,4.36,2025-01-30,2,60,2220
M09178,2022-11-23,Male,49,Standard,27,2.14,2025-01-21,11,40,1080
M09179,2023-11-09,Female,39,Standard,15,1.95,2025-01-11,21,40,600
M09180,2024-12-01,Male,27,Premium,2,4.91,2025-01-24,8,60,120
M09181,2024-05-07,Female,31,Standard,9,2.37,2025-01-22,10,40,360
M09182,2024-06-21,Female,28,Standard,8,1.5,2025-01-22,10,40,320
M09183,2023-01-06,Female,34,Premium,25,4.59,2025-01-24,8,60,1500
M09184,2022-12-18,Male,45,Standard,26,2.7,2025-01-27,5,40,1040
M09185,2022-06-20,Female,28,Standard,32,1.84,2025-01-27,5,40,1280
M09186,2024-06-02,Male,24,Standard,8,1.56,2025-01-17,15,40,320
M09187,2024-06-18,Female,47,Standard,8,2.08,2025-01-20,12,40,320
M09188,2022-09-18,Male,28,Premium,29,4.82,2025-01-26,6,60,1740
M09189,2024-10-03,Male,30,Weekend,4,2.37,2025-01-26,6,25,100
M09190,2022-03-05,Male,44,Weekend,35,1.12,2025-01-17,15,25,875
M09191,2023-04-16,Male,36,Weekend,22,2.17,2025-01-19,13,25,550
M09192,2022-12-30,Female,23,Premium,26,3.6,2025-01-22,10,60,1560
M09193,2024-07-05,Male,19,Weekend,7,1.81,2025-01-19,13,25,175
M09194,2022-11-19,Male,48,Weekend,27,1.17,2024-12-23,40,25,675
M09195,2023-03-14,Female,31,Weekend,23,1.53,2025-01-23,9,25,575
M09196,2024-11-26,Male,45,Premium,3,3.23,2025-01-22,10,60,180
M09197,2024-02-06,Female,49,Standard,12,1.62,2025-01-24,8,40,480
M09198,2023-06-13,Male,33,Weekend,20,0.78,2025-01-05,27,25,500
M09199,2023-06-22,Female,24,Standard,20,2.08,2025-01-25,7,40,800
M09200,2024-09-19,Male,18,Standard,5,3.45,2025-01-28,4,40,200
M09201,2023-02-18,Male,46,Weekend,24,2.43,2025-01-10,22,25,600
M09202,2023-03-17,Male,19,Standard,23,3.16,2025-01-24,8,40,920
M09203,2022-07-09,Male,26,Standard,31,1.97,2025-01-07,25,40,1240
M09204,2024-06-10,Female,42,Standard,8,2.38,2025-01-19,13,40,320
M09205,2023-11-30,Male,40,Weekend,15,1.38,2025-01-10,22,25,375
M09206,2023-12-03,Female,35,Premium,14,3.47,2025-01-23,9,60,840
M09207,2023-05-14,Female,38,Standard,21,1.59,2025-01-24,8,40,840
M09208,2022-02-02,Female,37,Standard,36,2.57,2025-01-14,18,40,1440
M09209,2022-03-27,Female,35,Standard,35,1.65,2025-01-27,5,40,1400
M09210,2023-11-17,Male,35,Standard,15,3.1,2025-01-30,2,40,600
M09211,2024-04-21,Male,27,Weekend,10,1.88,2025-01-08,24,25,250
M09212,2023-08-08,Male,25,Weekend,18,1.21,2024-12-25,38,25,450
M09213,2024-03-28,Male,38,Premium,11,4.12,2025-01-23,9,60,660
M09214,2022-09-19,Male,25,Standard,29,1.97,2025-01-24,8,40,1160
M09215,2024-03-30,Male,19,Premium,11,3.16,2025-01-29,3,60,660
M09216,2023-04-07,Female,35,Premium,22,3.29,2025-01-27,5,60,1320
M09217,2023-05-30,Female,28,Standard,21,3.09,2025-01-28,4,40,840
M09218,2023-10-25,Male,28,Weekend,16,0.92,2025-01-07,25,25,400
M09219,2024-12-13,Male,36,Weekend,2,1.63,2025-01-08,24,25,50
M09220,2022-12-20,Male,28,Premium,26,3.0,2025-01-31,1,60,1560
M09221,2022-09-07,Female,27,Premium,29,3.21,2025-01-24,8,60,1740
M09222,2023-04-09,Male,25,Standard,22,1.97,2025-01-25,7,40,880
M09223,2024-10-06,Male,32,Standard,4,2.79,2025-01-15,17,40,160
M09224,2023-07-07,Male,25,Premium,19,3.82,2025-02-01,0,60,1140
M09225,2022-06-02,Female,36,Weekend,32,1.94,2025-01-09,23,25,800
M09226,2023-07-11,Female,18,Weekend,19,0.94,2024-12-19,44,25,475
M09227,2022-11-22,Male,40,Standard,27,1.52,2025-01-12,20,40,1080
M09228,2023-11-10,Female,37,Weekend,15,1.86,2025-01-25,7,25,375
M09229,2024-04-30,Female,20,Premium,10,2.79,2025-01-18,14,60,600
M09230,2024-01-06,Female,38,Standard,13,1.99,2025-01-25,7,40,520
M09231,2023-07-02,Male,29,Standard,19,2.11,2025-01-27,5,40,760
M09232,2023-05-08,Male,49,Premium,21,4.37,2025-01-25,7,60,1260
M09233,2023-05-19,Female,33,Weekend,21,1.75,2025-01-22,10,25,525
M09234,2022-08-11,Female,39,Standard,30,1.87,2025-01-15,17,40,1200
M09235,2022-06-04,Female,33,Standard,32,2.7,2025-01-08,24,40,1280
M09236,2022-05-11,Male,47,Premium,33,4.27,2025-02-01,0,60,1980
M09237,2023-08-31,Female,34,Premium,18,3.47,2025-02-01,0,60,1080
M09238,2023-12-05,Female,45,Premium,14,3.11,2025-01-27,5,60,840
M09239,2022-05-30,Male,45,Standard,33,2.86,2025-01-17,15,40,1320
M09240,2024-10-26,Female,33,Standard,4,2.72,2025-01-27,5,40,160
M09241,2024-02-25,Female,26,Premium,12,2.69,2025-01-18,14,60,720
M09242,2023-11-24,Male,39,Standard,15,2.83,2025-01-21,11,40,600
M09243,2022-04-22,Female,36,Standard,34,2.48,2025-01-21,11,40,1360
M09244,2024-03-20,Female,18,Standard,11,3.01,2025-01-28,4,40,440
M09245,2023-03-22,Female,46,Standard,23,1.88,2025-01-11,21,40,920
M09246,2024-06-11,Female,42,Weekend,8,1.02,2025-01-22,10,25,200
M09247,2024-09-03,Male,35,Standard,5,2.59,2025-01-21,11,40,200
M09248,2022-11-16,Male,47,Standard,27,2.46,2025-01-07,25,40,1080
M09249,2023-01-05,Male,43,Premium,25,3.47,2025-01-28,4,60,1500
M09250,2023-01-12,Female,23,Premium,25,4.37,2025-01-25,7,60,1500
M09251,2023-03-29,Male,23,Premium,23,3.91,2025-01-23,9,60,1380
M09252,2022-12-14,Male,29,Standard,26,2.92,2025-01-20,12,40,1040
M09253,2023-10-22,Female,20,Premium,16,2.88,2025-01-08,24,60,960
M09254,2022-06-27,Male,28,Premium,32,4.32,2025-01-30,2,60,1920
M09255,2022-12-30,Female,23,Standard,26,2.42,2025-01-18,14,40,1040
M09256,2024-07-01,Female,31,Premium,7,2.58,2025-01-25,7,60,420
M09257,2024-06-18,Female,49,Premium,8,3.09,2025-01-27,5,60,480
M09258,2022-02-24,Male,35,Premium,36,2.56,2025-01-13,19,60,2160
M09259,2023-06-20,Male,33,Standard,20,2.41,2025-01-21,11,40,800
M09260,2023-06-20,Female,41,Premium,20,3.31,2025-01-24,8,60,1200
M09261,2022-09-09,Male,30,Standard,29,3.47,2025-01-31,1,40,1160
M09262,2022-04-22,Female,18,Standard,34,3.24,2025-02-01,0,40,1360
M09263,2024-09-26,Male,23,Standard,5,3.15,2025-01-27,5,40,200
M09264,2022-05-23,Male,49,Standard,33,2.5,2025-01-17,15,40,1320
M09265,2024-10-06,Male,31,Weekend,4,2.11,2025-01-10,22,25,100
M09266,2023-10-20,Male,34,Premium,16,3.17,2025-01-28,4,60,960
M09267,2024-12-17,Male,42,Premium,2,3.9,2025-01-24,8,60,120
M09268,2024-11-24,Female,30,Premium,3,3.48,2025-01-24,8,60,180
M09269,2022-06-12,Male,30,Premium,32,2.93,2025-01-26,6,60,1920
M09270,2023-03-01,Male,26,Premium,23,2.68,2025-01-27,5,60,1380
M09271,2023-09-29,Male,23,Premium,17,3.9,2025-01-26,6,60,1020
M09272,2024-11-11,Male,23,Standard,3,1.7,2025-01-09,23,40,120
M09273,2022-05-01,Male,42,Standard,33,2.94,2025-01-25,7,40,1320
M09274,2023-01-15,Female,47,Premium,25,4.8,2025-01-28,4,60,1500
M09275,2024-12-04,Female,22,Standard,2,1.82,2025-01-18,14,40,80
M09276,2022-12-26,Female,42,Premium,26,3.68,2025-01-22,10,60,1560
M09277,2024-06-07,Male,38,Premium,8,4.35,2025-01-30,2,60,480
M09278,2023-05-19,Male,31,Standard,21,2.07,2025-01-18,14,40,840
M09279,2024-01-06,Female,31,Premium,13,4.8,2025-01-26,6,60,780
M09280,2022-08-11,Female,21,Premium,30,4.72,2025-01-31,1,60,1800
M09281,2022-08-23,Female,19,Standard,30,1.71,2025-01-14,18,40,1200
M09282,2024-10-01,Female,19,Weekend,4,0.55,2024-12-22,41,25,100
M09283,2023-12-01,Male,48,Standard,14,3.45,2025-02-01,0,40,560
M09284,2024-02-20,Female,46,Premium,12,4.89,2025-01-27,5,60,720
M09285,2024-05-19,Male,34,Weekend,9,1.34,2024-12-25,38,25,225
M09286,2023-02-08,Female,27,Standard,24,1.6,2025-01-14,18,40,960
M09287,2023-04-09,Male,31,Standard,22,2.74,2025-01-12,20,40,880
M09288,2023-01-22,Male,49,Weekend,25,1.09,2024-12-23,40,25,625
M09289,2024-10-04,Male,36,Standard,4,3.37,2025-01-27,5,40,160
M09290,2024-06-06,Female,34,Premium,8,4.49,2025-01-22,10,60,480
M09291,2023-08-20,Male,46,Standard,18,2.8,2025-01-24,8,40,720
M09292,2022-09-15,Male,39,Standard,29,2.07,2025-01-20,12,40,1160
M09293,2022-06-15,Female,47,Standard,32,2.9,2025-01-10,22,40,1280
M09294,2024-03-02,Female,28,Standard,11,2.08,2025-01-24,8,40,440
M09295,2024-01-28,Female,46,Weekend,13,0.58,2025-01-12,20,25,325
M09296,2023-11-19,Female,24,Weekend,15,1.52,2025-01-25,7,25,375
M09297,2022-10-26,Female,26,Weekend,28,1.48,2024-12-24,39,25,700
M09298,2024-10-03,Female,31,Weekend,4,2.03,2025-01-08,24,25,100
M09299,2023-02-13,Male,40,Weekend,24,2.23,2025-01-14,18,25,600
M09300,2024-04-12,Male,21,Premium,10,3.39,2025-01-31,1,60,600
M09301,2024-12-04,Female,31,Premium,2,3.62,2025-01-29,3,60,120
M09302,2023-02-23,Female,37,Standard,24,2.44,2025-01-08,24,40,960
M09303,2023-05-24,Male,41,Weekend,21,1.15,2025-01-03,29,25,525
M09304,2024-04-02,Male,37,Standard,10,2.99,2025-01-26,6,40,400
M09305,2024-12-24,Male,34,Standard,2,2.54,2025-01-13,19,40,80
M09306,2023-05-29,Female,49,Premium,21,4.78,2025-01-31,1,60,1260
M09307,2023-07-02,Male,42,Premium,19,4.13,2025-02-01,0,60,1140
M09308,2024-02-26,Male,36,Standard,12,1.92,2025-01-12,20,40,480
M09309,2024-02-02,Female,47,Premium,12,2.91,2025-01-12,20,60,720
M09310,2024-03-12,Female,34,Premium,11,3.43,2025-01-31,1,60,660
M09311,2022-11-05,Female,42,Premium,27,3.37,2025-01-22,10,60,1620
M09312,2022-04-29,Male,44,Premium,34,3.52,2025-01-22,10,60,2040
M09313,2022-04-02,Female,44,Standard,34,1.87,2025-01-21,11,40,1360
M09314,2024-04-15,Male,31,Premium,10,4.95,2025-01-29,3,60,600
M09315,2024-06-17,Male,48,Standard,8,1.79,2025-01-21,11,40,320
M09316,2024-11-04,Female,30,Premium,3,4.13,2025-01-24,8,60,180
M09317,2023-12-17,Male,43,Weekend,14,0.53,2025-01-20,12,25,350
M09318,2022-03-29,Female,31,Premium,35,3.52,2025-02-01,0,60,2100
M09319,2024-03-25,Female,43,Standard,11,2.12,2025-01-26,6,40,440
M09320,2022-10-09,Female,33,Standard,28,2.26,2025-01-13,19,40,1120
M09321,2022-05-12,Female,49,Premium,33,3.75,2025-01-22,10,60,1980
M09322,2024-06-20,Male,38,Weekend,8,1.7,2025-01-24,8,25,200
M09323,2024-12-31,Female,45,Standard,2,2.67,2025-01-15,17,40,80
M09324,2023-09-28,Male,32,Standard,17,2.76,2025-01-19,13,40,680
M09325,2023-02-20,Male,47,Premium,24,4.61,2025-01-31,1,60,1440
M09326,2023-10-17,Female,42,Weekend,16,2.27,2025-01-10,22,25,400
M09327,2024-07-26,Male,36,Standard,7,2.97,2025-01-18,14,40,280
M09328,2022-04-28,Female,39,Premium,34,2.7,2025-01-18,14,60,2040
M09329,2024-03-02,Female,28,Premium,11,4.9,2025-01-24,8,60,660
M09330,2024-12-26,Female,29,Weekend,2,2.39,2025-01-15,17,25,50
M09331,2022-10-03,Male,28,Standard,28,2.92,2025-01-22,10,40,1120
M09332,2023-04-28,Female,45,Standard,22,2.53,2025-01-19,13,40,880
M09333,2024-02-11,Female,40,Standard,12,2.0,2025-01-27,5,40,480
M09334,2023-09-26,Male,22,Standard,17,3.01,2025-01-22,10,40,680
M09335,2024-07-02,Female,45,Premium,7,4.69,2025-01-26,6,60,420
M09336,2023-03-17,Female,25,Premium,23,4.16,2025-01-31,1,60,1380
M09337,2023-03-13,Female,43,Standard,23,2.76,2025-01-12,20,40,920
M09338,2023-02-15,Female,49,Weekend,24,0.89,2025-01-14,18,25,600
M09339,2022-06-01,Female,23,Premium,32,3.39,2025-01-26,6,60,1920
M09340,2024-10-05,Female,49,Standard,4,2.95,2025-01-25,7,40,160
M09341,2022-02-07,Male,33,Standard,36,1.53,2025-01-26,6,40,1440
M09342,2022-08-09,Female,49,Standard,30,2.78,2025-01-07,25,40,1200
M09343,2024-04-15,Female,29,Weekend,10,2.03,2025-01-08,24,25,250
M09344,2022-08-26,Female,23,Standard,30,2.17,2025-01-24,8,40,1200
M09345,2024-03-07,Female,30,Premium,11,2.69,2025-01-22,10,60,660
M09346,2023-12-25,Male,24,Weekend,14,2.14,2025-01-14,18,25,350
M09347,2024-04-13,Female,25,Standard,10,1.78,2025-01-18,14,40,400
M09348,2022-07-07,Male,29,Weekend,31,1.24,2025-01-22,10,25,775
M09349,2022-11-19,Female,46,Standard,27,2.91,2025-01-19,13,40,1080
M09350,2023-07-25,Female,19,Weekend,19,2.13,2025-01-14,18,25,475
M09351,2022-01-05,Male,40,Premium,37,4.66,2025-01-25,7,60,2220
M09352,2022-05-23,Male,26,Premium,33,3.83,2025-01-31,1,60,1980
M09353,2023-02-11,Female,30,Weekend,24,1.45,2025-01-09,23,25,600
M09354,2022-07-30,Female,34,Premium,31,4.62,2025-02-01,0,60,1860
M09355,2023-11-08,Female,30,Premium,15,3.91,2025-01-27,5,60,900
M09356,2022-03-17,Female,33,Standard,35,2.66,2025-01-16,16,40,1400
M09357,2023-03-15,Female,48,Weekend,23,1.37,2024-12-18,45,25,575
M09358,2024-09-16,Female,45,Premium,5,3.43,2025-01-30,2,60,300
M09359,2022-08-03,Male,18,Weekend,30,1.46,2025-01-22,10,25,750
M09360,2022-01-30,Female,24,Standard,37,2.23,2025-01-18,14,40,1480
M09361,2023-09-27,Female,30,Standard,17,2.19,2025-01-09,23,40,680
M09362,2024-08-03,Female,31,Weekend,6,2.49,2025-01-27,5,25,150
M09363,2023-03-06,Male,38,Standard,23,2.17,2025-01-25,7,40,920
M09364,2022-02-14,Male,34,Premium,36,3.14,2025-01-23,9,60,2160
M09365,2024-01-16,Male,47,Premium,13,3.38,2025-01-22,10,60,780
M09366,2023-01-07,Female,33,Standard,25,2.68,2025-01-09,23,40,1000
M09367,2022-07-08,Male,32,Standard,31,3.32,2025-01-27,5,40,1240
M09368,2023-05-08,Female,46,Weekend,21,2.08,2025-01-15,17,25,525
M09369,2022-10-22,Female,34,Standard,28,3.18,2025-01-30,2,40,1120
M09370,2023-06-09,Female,19,Standard,20,3.22,2025-01-26,6,40,800
M09371,2022-05-11,Female,44,Standard,33,3.34,2025-01-31,1,40,1320
M09372,2023-08-05,Female,43,Premium,18,3.09,2025-01-24,8,60,1080
M09373,2024-03-22,Female,42,Premium,11,3.65,2025-01-29,3,60,660
M09374,2022-06-07,Female,45,Weekend,32,1.27,2024-12-30,33,25,800
M09375,2023-09-09,Male,29,Premium,17,3.45,2025-01-22,10,60,1020
M09376,2022-10-31,Male,20,Premium,28,4.13,2025-01-26,6,60,1680
M09377,2023-05-02,Male,26,Standard,21,2.3,2025-01-20,12,40,840
M09378,2022-08-28,Female,23,Standard,30,2.73,2025-01-21,11,40,1200
M09379,2022-07-04,Male,46,Weekend,31,1.26,2025-01-18,14,25,775
M09380,2024-02-11,Female,43,Premium,12,3.28,2025-01-28,4,60,720
M09381,2022-01-05,Male,23,Premium,37,3.38,2025-01-22,10,60,2220
M09382,2022-01-20,Male,24,Premium,37,4.51,2025-01-24,8,60,2220
M09383,2023-12-21,Female,43,Standard,14,2.7,2025-01-11,21,40,560
M09384,2022-06-30,Male,44,Premium,32,4.93,2025-01-22,10,60,1920
M09385,2023-08-07,Female,25,Standard,18,3.17,2025-01-30,2,40,720
M09386,2023-07-20,Male,44,Weekend,19,1.47,2025-01-18,14,25,475
M09387,2024-04-19,Male,48,Weekend,10,0.98,2025-01-05,27,25,250
M09388,2023-08-31,Male,20,Premium,18,4.18,2025-01-31,1,60,1080
M09389,2022-02-18,Female,41,Standard,36,2.95,2025-01-11,21,40,1440
M09390,2022-07-29,Female,32,Standard,31,2.43,2025-01-24,8,40,1240
M09391,2023-05-29,Male,39,Weekend,21,0.96,2025-01-17,15,25,525
M09392,2023-08-15,Male,23,Weekend,18,1.61,2025-01-17,15,25,450
M09393,2024-08-31,Female,28,Premium,6,3.13,2025-02-01,0,60,360
M09394,2023-04-16,Male,47,Standard,22,3.38,2025-01-24,8,40,880
M09395,2023-09-29,Male,20,Premium,17,4.07,2025-01-31,1,60,1020
M09396,2022-02-21,Female,33,Premium,36,3.23,2025-01-27,5,60,2160
M09397,2022-11-10,Male,23,Premium,27,3.04,2025-01-26,6,60,1620
M09398,2024-04-19,Male,28,Standard,10,2.93,2025-01-22,10,40,400
M09399,2023-05-02,Female,46,Standard,21,2.92,2025-01-10,22,40,840
M09400,2024-01-06,Female,25,Premium,13,3.99,2025-01-28,4,60,780
M09401,2023-04-28,Female,46,Standard,22,2.73,2025-01-17,15,40,880
M09402,2023-09-23,Female,40,Premium,17,4.01,2025-01-31,1,60,1020
M09403,2022-05-30,Male,27,Standard,33,2.22,2025-01-15,17,40,1320
M09404,2022-06-05,Female,48,Premium,32,4.84,2025-01-29,3,60,1920
M09405,2022-08-23,Female,27,Premium,30,3.7,2025-01-26,6,60,1800
M09406,2022-10-26,Male,40,Standard,28,1.54,2025-01-26,6,40,1120
M09407,2023-11-27,Female,20,Premium,15,3.37,2025-01-30,2,60,900
M09408,2022-08-26,Female,43,Standard,30,1.76,2025-01-20,12,40,1200
M09409,2024-03-19,Male,31,Premium,11,3.41,2025-01-29,3,60,660
M09410,2024-10-15,Female,36,Standard,4,2.72,2025-01-13,19,40,160
M09411,2024-10-21,Female,38,Premium,4,2.56,2025-01-26,6,60,240
M09412,2024-05-30,Male,45,Standard,9,3.24,2025-01-27,5,40,360
M09413,2024-01-23,Female,38,Standard,13,2.72,2025-01-13,19,40,520
M09414,2024-07-16,Female,26,Premium,7,3.24,2025-01-26,6,60,420
M09415,2022-02-09,Male,30,Standard,36,2.12,2025-01-07,25,40,1440
M09416,2022-01-09,Male,26,Premium,37,3.66,2025-01-24,8,60,2220
M09417,2023-02-19,Female,43,Standard,24,2.0,2025-01-22,10,40,960
M09418,2024-02-24,Female,38,Premium,12,2.51,2025-01-13,19,60,720
M09419,2022-10-16,Female,29,Standard,28,1.55,2025-01-08,24,40,1120
M09420,2022-12-22,Male,31,Standard,26,2.22,2025-01-21,11,40,1040
M09421,2024-02-14,Female,22,Weekend,12,0.75,2024-12-28,35,25,300
M09422,2022-03-09,Female,23,Standard,35,1.54,2025-01-17,15,40,1400
M09423,2024-08-19,Male,30,Standard,6,3.22,2025-01-26,6,40,240
M09424,2024-11-29,Female,30,Standard,3,2.05,2025-01-25,7,40,120
M09425,2022-10-18,Female,41,Weekend,28,1.51,2025-01-10,22,25,700
